Non-Isolated PoL Module,1,2.95V,5.5V,0.8 ~ 5 V,-,-,-,4A,-,-,ITE (Commercial),UVLO,-40°C ~ 125°C,96%,Surface Mount,TO-PMOD-7* Power Module,0.40" L x 0.39" W x 0.18" H (10.2mm x 9.9mm x 4.6mm),-,-,
Non-Isolated PoL Module,1,4.5V,20V,0.8 ~ 6 V,-,-,-,3A,-,-,ITE (Commercial),UVLO,-40°C ~ 125°C,92%,Surface Mount,TO-PMOD-7* Power Module,0.40" L x 0.39" W x 0.18" H (10.2mm x 9.9mm x 4.6mm),-,Enable* Active High,
Non-Isolated PoL Module,1,6V,36V,0.8 ~ 6 V,-,-,-,10A,-,-,ITE (Commercial),-,-40°C ~ 125°C,93%,Surface Mount,TO-PMOD-11* Power Module,0.59" L x 0.59" W x 0.23" H (15.0mm x 15.0mm x 5.9mm),-,-,
Non-Isolated PoL Module,1,6V,42V,5 ~ 30 V,-,-,-,1A,-,-,ITE (Commercial),UVLO,-55°C ~ 125°C,97%,Surface Mount,TO-PMOD-7* Power Module,0.40" L x 0.39" W x 0.18" H (10.2mm x 9.9mm x 4.6mm),-,Enable* Active High,
Non-Isolated PoL Module,1,6V,42V,0.8 ~ 6 V,-,-,-,1A,-,-,ITE (Commercial),UVLO,-40°C ~ 125°C,90%,Surface Mount,TO-PMOD-7* Power Module,0.40" L x 0.39" W x 0.18" H (10.2mm x 9.9mm x 4.6mm),-,Enable* Active High,
Type Non-Isolated PoL Module,Number of Outputs 1,Voltage - Input (Min) 6V,Voltage - Input (Max) 42V,Voltage - Output 1 5 ~ 30 V,Voltage - Output 2 -,Voltage - Output 3 -,Current - Output (Max) 3A,Applications ITE (Commercial),Features UVLO,Operating Temperature -55°C ~ 125°C,Efficiency 94%,Mounting Type Surface Mount,Package / Case TO-PMOD-7* Power Module,Size / Dimension 0.40" L x 0.39" W x 0.18" H (10.2mm x 9.9mm x 4.6mm),Control Features Enable* Active High,
Type Non-Isolated PoL Module,Number of Outputs 1,Voltage - Input (Min) 6V,Voltage - Input (Max) 42V,Voltage - Output 1 0.8 ~ 6 V,Voltage - Output 2 -,Voltage - Output 3 -,Current - Output (Max) 3A,Applications ITE (Commercial),Features OTP* OVP* SCP* UVLO,Operating Temperature -55°C ~ 125°C,Efficiency 90%,Mounting Type Surface Mount,Package / Case TO-PMOD-7* Power Module,Size / Dimension 0.40" L x 0.39" W x 0.18" H (10.2mm x 9.9mm x 4.6mm),Control Features Enable* Active High,
Type Non-Isolated PoL Module,Number of Outputs 1,Voltage - Input (Min) 3.6V,Voltage - Input (Max) 36V,Voltage - Output 1 0.8 ~ 24 V,Voltage - Output 2 -,Voltage - Output 3 -,Current - Output (Max) 3A,Applications ITE (Commercial),Features -,Operating Temperature -55°C ~ 125°C,Efficiency -,Mounting Type Surface Mount,Package / Case 70-BLGA Module,Size / Dimension 0.59" L x 0.35" W x 0.17" H (15.0mm x 9.0mm x 4.3mm),Supplier Device Package 70-LGA (15x9),
Type High Voltage - Isolated Module,Number of Outputs 1,Voltage - Input (Min) 0V,Voltage - Input (Max) 15V,Voltage - Output 1 4000V,Voltage - Output 2 -,Voltage - Output 3 -,Current - Output (Max) 2.5mA,Power (Watts) 10W,Voltage - Isolation 3.5kV,Applications ITE (Commercial),Features SCP,Operating Temperature -10°C ~ 70°C,Efficiency -,Mounting Type Through Hole,Package / Case 5-DIP Module,Size / Dimension 2.80" L x 1.70" W x 0.85" H (71.1mm x 43.2mm x 21.6mm),
