Bandwidth -,Filter Type Low Pass,Ripple -,Insertion Loss 1.3dB,Mounting Type Surface Mount,Package / Case 6-SMD* No Lead,Size / Dimension 0.220" L x 0.180" W (5.59mm x 4.57mm),
Bandwidth 4GHz,Filter Type Band Pass,Ripple -,Insertion Loss 2.5dB,Mounting Type Surface Mount,Package / Case 8-SMD* No Lead,Size / Dimension 0.400" L x 0.180" W (10.16mm x 4.57mm),
Bandwidth 2GHz,Filter Type Band Pass,Ripple -,Insertion Loss 2.5dB,Mounting Type Surface Mount,Package / Case 6-SMD* No Lead,Size / Dimension 0.450" L x 0.400" W (11.43mm x 10.16mm),
Bandwidth 4GHz,Filter Type Band Pass,Ripple -,Insertion Loss 3dB,Mounting Type Surface Mount,Package / Case 8-SMD* No Lead,Size / Dimension 0.450" L x 0.230" W (11.43mm x 5.84mm),
