0.1µF,±5%,700V,2000V (2kV),Polypropylene (PP)* Metallized,13 mOhms,-40°C ~ 85°C,Through Hole,Radial - 4 Leads,1.260" L x 0.551" W (32.00mm x 14.00mm),1.102" (28.00mm),PC Pins,1.083" (27.50mm),DC Link* DC Filtering; High Frequency* Switching; Snubber,-,-,
Capacitance 4.7µF,Tolerance ±10%,Voltage Rating - AC -,Voltage Rating - DC 920V,Dielectric Material Polypropylene (PP)* Metallized,ESR (Equivalent Series Resistance) 12.9 mOhms,Operating Temperature -40°C ~ 105°C,Mounting Type Through Hole,Package / Case Radial,Size / Dimension 1.240" L x 0.748" W (31.50mm x 19.00mm),Height - Seated (Max) 1.181" (30.00mm),Termination PC Pins,Lead Spacing 1.083" (27.50mm),Applications DC Link* DC Filtering,Ratings -,
