Ethernet,No,STE101P,1 Port* 100BASE-TX/100BASE-FX/10BASE-T,Board(s),
Function USB 2.0 to UART,Embedded -,Utilized IC / Part CH340,Primary Attributes -,Supplied Contents Board(s),
Function Direct Digital Synthesis (DDS),Embedded No,Utilized IC / Part AD5933,Primary Attributes 12-Bit DAC* 24-Bit Tuning Word Width,Supplied Contents Board(s)* Cable(s),Secondary Attributes 16MHz* Graphical User Interface* 2.7V ~ 5.5V,
