Simple Reset/Power-On Reset,1,Open Drain   Push-Pull,Active High/Active Low,250 ms Minimum,Adjustable/Selectable,-40°C ~ 85°C (TA),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SOIC
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,40 ms Minimum,2.6V,-40°C ~ 85°C (TA),Surface Mount,16-SOIC (0.154"   3.90mm Width),16-SO
