Zener,1,-,33.3V,37.1V,69.7V,143A (8/20µs),1500W (1.5kW),No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,DO-214AB   SMC,SMC
Zener,-,1,5.5V (Max),6V,14V,5A (8/20µs),90W,No,General Purpose,-,-40°C ~ 125°C (TA),Surface Mount,2-XDFN,2-X1SON (1x.60)
Steering (Rail to Rail),2,-,5.5V (Max),11V,-,-,-,Yes,Ethernet,-,-40°C ~ 85°C (TA),Surface Mount,SOT-553,SOT-5
Zener,4,-,3V,6.1V,-,-,35W,No,General Purpose,-,-40°C ~ 125°C (TA),Surface Mount,SOT-553,SOT-5
Steering (Rail to Rail),4,-,5.5V (Max),7V,14.5V (Typ),3A (8/20µs),45W,No,General Purpose,-,-40°C ~ 125°C (TA),Surface Mount,6-TSSOP   SC-88   SOT-363,SC-70-6
Steering (Rail to Rail),6,-,5V (Max),11V,-,-,-,Yes,General Purpose,-,-40°C ~ 85°C (TA),Surface Mount,12-WQFN Exposed Pad,12-WQFN (4x4)
Zener,8,-,-,6V,10V,2A (8/20µs),55W,No,General Purpose,-,-40°C ~ 85°C (TA),Surface Mount,8-WFDFN Exposed Pad,8-WSON (1.7x1.35)
Steering (Rail to Rail),2,-,5.25V,6V,17V,5A (8/20µs),-,Yes,Ethernet,-,-40°C ~ 125°C (TJ),Surface Mount,SOT-563   SOT-666,SOT-666
Zener,1,-,5V,6.4V,9.2V,543.6A,5000W (5kW),No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,DO-214AB   SMC,DO-214AB (SMC)
Zener,1,-,85.5V,95V,137V,10.9A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,1.5KE
Zener,-,1,85.5V,95V,137V,11.1A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,-,1,102V,114V,165V,9.1A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,1.5KE
Zener,1,-,10.2V,11.4V,16.7V,91A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,-,1,10.2V,11.4V,16.7V,91A,1500W (1.5kW),No,Automotive,-,-55°C ~ 150°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,-,1,-,-,-,-,1500W (1.5kW),No,General Purpose,-,-,Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,1,-,128V,143V,207V,7.3A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,-,1,128V,143V,207V,7.2A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,1,-,12.8V,14.3V,21.2V,71.7A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,1,-,13.6V,15.2V,22.5V,66.7A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,1.5KE
Zener,1,-,154V,171V,246V,6.2A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,-,1,154V,171V,317V,31.5A (8/20µs),1500W (1.5kW),No,General Purpose,362.5pF @ 1MHz,-,Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,1,-,15.3V,17.1V,25.5V,60.3A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Surface Mount,DO-214AB   SMC,DO-214AB (SMC)
Zener,-,1,15.3V,17.1V,25.2V,59.5A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,1.5KE
Zener,-,1,185V,209V,328V,-,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AE   Axial,DO-201AE
Zener,1,-,20.5V,22.8V,33.2V,-,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AE   Axial,DO-201AE
Zener,-,1,214V,237V,344V,4.4A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,-,1,256V,285V,414V,3.7A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,1,-,28.2V,31.4V,59V,169A (8/20µs),1500W (1.5kW),No,General Purpose,2700pF @ 1MHz,-,Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,-,1,300V,332V,482V,-,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AE   Axial,DO-201AE
Zener,1,-,30.8V,34.2V,49.9V,30.1A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,1.5KE
Zener,1,-,33.3V,37.1V,53.9V,-,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AE   Axial,DO-201AE
Zener,-,1,33.3V,37.1V,53.9V,27.8A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,1.5KE
Zener,1,-,342V,380V,548V,2.8A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,-,1,342V,380V,548V,-,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AE   Axial,DO-201AE
Zener,-,1,36.8V,40.9V,59.3V,25.6A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Surface Mount,DO-214AB   SMC,DO-214AB (SMC)
Zener,-,1,376V,418V,602V,-,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AE   Axial,DO-201AE
Zener,1,-,40.2V,44.7V,64.8V,23.5A,1500W (1.5kW),No,Automotive,-,-55°C ~ 150°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,1,-,47.8V,53.2V,77V,19.7A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,1,-,5.8V,6.45V,10.5V,144.8A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Surface Mount,DO-214AB   SMC,DO-214AB (SMC)
Zener,1,-,58.1V,64.6V,121V,83A (8/20µs),1500W (1.5kW),No,General Purpose,1550pF @ 1MHz,-,Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,1,-,7.02V,7.79V,12.1V,-,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AE   Axial,DO-201AE
Zener,1,-,70.1V,77.9V,113V,13.5A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,1,-,77.8V,86.5V,125V,12.2A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,1,-,15.3V,17.1V,25.2V,59.5A,1500W (1.5kW),No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,DO-214AB   SMC,DO-214AB (SMCJ)
Zener,1,-,30.8V,34.2V,49.9V,30.5A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,DO-214AB   SMC,DO-214AB (SMCJ)
Zener,1,-,33.3V,37.1V,53.9V,28A,1500W (1.5kW),No,Automotive,-,-65°C ~ 150°C (TJ),Surface Mount,DO-214AB   SMC,SMC
Zener,1,-,5.8V,6.45V,10.5V,143A,1500W (1.5kW),No,Automotive,-,-65°C ~ 150°C (TJ),Surface Mount,DO-214AB   SMC,SMC
Zener,1,-,64.1V,71.3V,103V,14.6A,1500W (1.5kW),No,Automotive,-,-65°C ~ 150°C (TJ),Surface Mount,DO-214AB   SMC,SMC
Steering (Rail to Rail),4,-,5.25V,6V,17V,5A (8/20µs),-,Yes,Ethernet,-,-40°C ~ 125°C (TJ),Surface Mount,SOT-23-6,SOT-23-6
Zener,1,-,3V (Max),4V,12V (Typ),9A (8/20µs),108W,No,General Purpose,110pF @ 1MHz,-40°C ~ 125°C (TJ),Surface Mount,SC-79   SOD-523,SOD-523
Zener,1,-,7V,7.78V,12V,416.8A,5000W (5kW),No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,DO-214AB   SMC,DO-214AB (SMC)
Zener,1,-,5.8V,6.45V,10.5V,143A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,1,-,43.6V,48.5V,70.1V,21.4A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AA   DO-27   Axial,DO-201
Zener,1,-,36V,40V,58.1V,6.9A,400W,No,Automotive,345pF @ 1MHz,-65°C ~ 150°C (TJ),Surface Mount,DO-214AC   SMA,SMA
Zener,1,-,22V,24.4V,35.5V,16.9A,600W,No,Automotive,730pF @ 1MHz,-65°C ~ 150°C (TJ),Surface Mount,DO-214AA   SMB,SMB
Zener,1,-,70V,77.8V,113V,5.3A,600W,No,General Purpose,260pF @ 1MHz,-65°C ~ 150°C (TJ),Surface Mount,DO-214AA   SMB,SMB
Zener,-,1,342V,380V,548V,2.8A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,DO-201AE   Axial,DO-201AE
Steering (Rail to Rail),4,-,5.5V,6V,-,-,100W,Yes,General Purpose,2.5pF @ 1MHz,-40°C ~ 85°C (TA),Surface Mount,SC-74   SOT-457,6-TSOP
Zener,-,2,24V (Min),26.2V,44V,8A (8/20µs),350W,No,General Purpose,30pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,TO-236-3   SC-59   SOT-23-3,SOT-23-3 (TO-236)
Steering (Rail to Rail),2,-,5.25V,6V,-,-,500W,Yes,General Purpose,-,-40°C ~ 85°C (TA),Surface Mount,8-SOIC (0.154"   3.90mm Width),8-SO
