Serializer/Deserializer,1.5Gbps,LVTTL,CML,16/1,1/16,2.3 V ~ 2.7 V,-40°C ~ 85°C (TA),Surface Mount,64-VFQFP Exposed Pad,64-HVQFP
Deserializer,784Mbps,LVDS,CMOS/TTL,5,35,3 V ~ 3.6 V,-20°C ~ 85°C (TA),Surface Mount,64-TQFP,64-TQFP (10x10)
