https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-TSSOP_tmb.jpg,http://www.analog.com/media/en/technical-documentation/data-sheets/AD9761.pdf,AD9761ARSZ-ND,AD9761ARSZ,Analog Devices Inc.,IC DAC 10BIT DUAL 40MSPS 28-SSOP,141 - Immediate  94 - Factory Stock,$20.83000,1,Tube  Alternate Packaging,TxDAC+®,Active
https://media.digikey.com/photos/Maxim%20Photos/175-24-DIP_tmb.jpg,http://datasheets.maximintegrated.com/en/ds/MAX501-MAX502.pdf,MAX502AENG+-ND,MAX502AENG+,Maxim Integrated,IC DAC 12BIT VOLT OUT 24-DIP,29 - Immediate  555 - Factory Stock,$27.45000,1,Tube,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-DIP_tmb.jpg,http://www.analog.com/media/en/technical-documentation/data-sheets/AD7528.pdf,AD7528JNZ-ND,AD7528JNZ,Analog Devices Inc.,IC DAC 8BIT DUAL MULTIPLY 20-DIP,74 - Immediate  864 - Factory Stock,$14.55000,1,Tube,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-DIP_tmb.jpg,http://www.analog.com/media/en/technical-documentation/data-sheets/AD7545.pdf,AD7545AKNZ-ND,AD7545AKNZ,Analog Devices Inc.,IC DAC 12BIT MULTIPLYING 20-DIP,511 - Immediate  504 - Factory Stock,$23.01000,1,Tube,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/DIP16_SOT38-1%20Pkg_tmb.jpg,http://www.ti.com/lit/ds/symlink/dac0800.pdf,DAC0800LCN/NOPB-ND,DAC0800LCN/NOPB,Texas Instruments,IC CONVERTER D/A 8BIT 16-DIP,944 - Immediate,$1.96000,1,Tube,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/DIP16_SOT38-1%20Pkg_tmb.jpg,http://www.ti.com/lit/ds/symlink/dac0808.pdf,DAC0808LCN/NOPB-ND,DAC0808LCN/NOPB,Texas Instruments,IC CONVERTER D/A 8BIT 16-DIP,623 - Immediate,$2.31000,1,Tube,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP_tmb.jpg,http://www.ti.com/lit/ds/symlink/dac7611.pdf,DAC7611P-ND,DAC7611P,Texas Instruments,IC 12-BIT SERIAL G.P. D/A 8-DIP,916 - Immediate,$9.61000,-,Tube  Alternate Packaging,-,Not For New Designs
https://media.digikey.com/Renders/National%20Semi%20Renders/VGZ44A_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/TDA8771A.pdf,568-1217-ND,TDA8771AH/C1  557,NXP USA Inc.,IC VIDEO DAC 8BIT TRIPLE 44-QFP,0,Obsolete,-,Tray,-,Obsolete
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-LQFP_tmb.jpg,http://www.analog.com/media/en/technical-documentation/data-sheets/AD1933.pdf,AD1933WBSTZ-ND,AD1933WBSTZ,Analog Devices Inc.,IC DAC 24BIT SRL/SPI 64LQFP,160 - Immediate,$9.81000,1,Tray  Alternate Packaging,Automotive,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-SOIC_tmb.jpg,http://www.analog.com/media/en/technical-documentation/data-sheets/AD420.pdf,AD420ARZ-32-ND,AD420ARZ-32,Analog Devices Inc.,IC DAC SRL 16BIT 24-SOIC,4  339 - Immediate,$23.64000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Analog%20Devices%20Renders/14-TSSOP_tmb.jpg,http://www.analog.com/media/en/technical-documentation/data-sheets/AD5025_5045_5065.pdf,AD5025BRUZ-ND,AD5025BRUZ,Analog Devices Inc.,IC DAC DUAL 12BIT SPI 14TSSOP,177 - Immediate,$11.21000,1,Tube  Alternate Packaging,nanoDAC®,Active
https://media.digikey.com/photos/Analog%20Devices%20Photos/505-SOT-23-8_tmb.jpg,http://www.analog.com/media/en/technical-documentation/data-sheets/AD5040_5060.pdf,AD5060ARJZ-2500RL7TR-ND,AD5060ARJZ-2500RL7,Analog Devices Inc.,IC DAC 16BIT SPI/SRL SOT23-8,500 - Immediate,$7.98950,500,Tape & Reel (TR)  Alternate Packaging,nanoDAC®,Active
https://media.digikey.com/photos/Analog%20Devices%20Photos/505-SOT-23-8_tmb.jpg,http://www.analog.com/media/en/technical-documentation/data-sheets/AD5040_5060.pdf,AD5060BRJZ-1500RL7TR-ND,AD5060BRJZ-1500RL7,Analog Devices Inc.,IC DAC 16BIT SPI/SRL SOT23-8,500 - Immediate,$9.17850,500,Tape & Reel (TR)  Alternate Packaging,nanoDAC®,Active
https://media.digikey.com/renders/Analog%20Devices%20Renders/SOT-23-6%20PKG_tmb.jpg,http://www.analog.com/media/en/technical-documentation/data-sheets/AD5300.pdf,AD5300BRTZREEL7TR-ND,AD5300BRTZ-REEL7,Analog Devices Inc.,IC DAC 8BIT R-R 2.7-5.5V SOT23-6,3  000 - Factory Stock,$1.86200,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Analog%20Devices%20Renders/505;RM-10;RM;10_tmb.jpg,http://www.analog.com/media/en/technical-documentation/data-sheets/AD5302_5312_5322.pdf,AD5302ARMZ-ND,AD5302ARMZ,Analog Devices Inc.,IC DAC 8BIT DUAL R-R 10-MSOP,232 - Immediate  4  450 - Factory Stock,$4.00000,1,Tube  Alternate Packaging,-,Active
