2 NPN (Dual) Current Mirror,Current Mirror,30V,100mA,Surface Mount,TO-253-4   TO-253AA,SOT-143B
2 NPN   Base Collector Junction,Current Mirror,30V,100mA,Surface Mount,TO-253-4   TO-253AA,PG-SOT143-4
