https://media.digikey.com/Renders/Micrel%20Renders/16-QSOP_tmb.jpg,http://ww1.microchip.com/downloads/en/DeviceDoc/micrf211.pdf,576-1964-5-ND,MICRF211AYQS,Microchip Technology,IC RX 3V 380-450 MHZ 16-QSOP,395 - Immediate,$2.53000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Melexis%20Renders/413;32QFN-1-5x5;QF;32_tmb.jpg,https://www.melexis.com/-/media/files/documents/datasheets/mlx71122-datasheet-melexis.pdf,MLX71122RLQ-BAA-000-SP-ND,MLX71122RLQ-BAA-000-SP,Melexis Technologies NV,IC RCVR 300-930MHZ FSK 32-QFN,204 - Immediate,$4.73000,1  Non-Stock,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28_tmb.jpg,https://www.infineon.com/dgdl/Infineon-TDA5200-DS-v03_00-EN.pdf?fileId=5546d4625debb399015e282d402d3ba4,TDA5200XUMA1TR-ND,TDA5200XUMA1,Infineon Technologies,IC LP SGL CONV ASK P-TSSOP-28,0  Standard Lead Time 20 Weeks,$1.25550,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/renders/Maxim%20Renders/28-TQFN_21-0139H_tmb.jpg,http://datasheets.maximintegrated.com/en/ds/MAX2112.pdf,MAX2112CTI+-ND,MAX2112CTI+,Maxim Integrated,IC TUNER DIR-CONV DVB-S2 28TQFN,209 - Immediate,$7.34000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/renders/Maxim%20Renders/40-TQFN_21-0140L_tmb.jpg,http://datasheets.maximintegrated.com/en/ds/MAX2116-MAX2118.pdf,MAX2116UTL+T-ND,MAX2116UTL+T,Maxim Integrated,IC TUNER DIRECT-CONV DBS 40-TQFN,0,Obsolete,-,Tape & Reel (TR),-,Obsolete
https://media.digikey.com/renders/Maxim%20Renders/28-TQFN_21-0139H_tmb.jpg,http://datasheets.maximintegrated.com/en/ds/MAX2120.pdf,MAX2120CTI+-ND,MAX2120CTI+,Maxim Integrated,IC TUNER DIR-CONV DVB-S 28TQFN,325 - Immediate,$3.25000,1,Tube  Alternate Packaging,-,Active
