https://media.digikey.com/Renders/On%20Semi%20Renders/TO-92-3(StandardBody)  TO-226_bentlead_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/PQ0(33  50)ES3MXP.pdf,PQ033ES3MXPQ-ND,PQ033ES3MXPQ,Sharp Microelectronics,IC REG LINEAR 3.3V 300MA TO92-3,0,Obsolete,-,Tape & Box (TB),-,Obsolete
https://media.digikey.com/Renders/Diodes%20Renders/SOT-23-3%20PKG_tmb.jpg,https://www.diodes.com/assets/Datasheets/AP2138_9.pdf,AP2138N-3.3TRG1DITR-ND,AP2138N-3.3TRG1,Diodes Incorporated,IC REG LINEAR 3.3V 250MA SOT23-3,39  000 - Immediate  144  000 - Factory Stock,$0.10620,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT-23-3%20PKG_tmb.jpg,https://www.diodes.com/assets/Datasheets/AP7313.pdf,AP7313-33SAG-7DITR-ND,AP7313-33SAG-7,Diodes Incorporated,IC REG LINEAR 3.3V 150MA SOT23-3,6  000 - Immediate,$0.11220,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Rohm%20Renders/Rohm-TO252-3_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/BAxxT  FP%20Series.pdf,BA10FP-E2TR-ND,BA10FP-E2,Rohm Semiconductor,IC REG LINEAR 10V 1A TO252-3,2  000 - Immediate,$0.63000,2  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3  %20DPak%20(2%20Leads%20+%20Tab)  %20SC-63_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FAN1112.pdf,FAN1112DXTR-ND,FAN1112DX,ON Semiconductor,IC REG LINEAR 1.2V 1A DPAK,0,Obsolete,-,Tape & Reel (TR),-,Obsolete
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FAN1112.pdf,FAN1112SXTR-ND,FAN1112SX,ON Semiconductor,IC REG LINEAR 1.2V 1A SOT223-4,0,Obsolete,-,Tape & Reel (TR),-,Obsolete
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG_tmb.jpg,http://www.onsemi.com/pub/Collateral/FAN2558-D.pdf,FAN2558SXTR-ND,FAN2558SX,ON Semiconductor,IC REG LIN POS ADJ 180MA SOT23-6,0  Standard Lead Time 8 Weeks,$0.31683,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16_tmb.jpg,http://www.analog.com/media/en/technical-documentation/data-sheets/hmc860.pdf,1127-1073-2-ND,HMC860LP3ETR,Analog Devices Inc.,IC REG LINEAR POS ADJ 16QFN,0  Standard Lead Time 6 Weeks,$4.63450,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16_tmb.jpg,http://www.analog.com/media/en/technical-documentation/data-sheets/hmc976.pdf,1127-1080-2-ND,HMC976LP3ETR,Analog Devices Inc.,IC REG LIN POS ADJ 400MA 16QFN,500 - Immediate,$6.49450,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/National%20Semi%20Renders/TS3B_tmb.jpg,http://www.irf.com/product-info/datasheets/data/iru1015-33.pdf,IRU1015-33CM-ND,IRU1015-33CM,Infineon Technologies,IC REG LINEAR 3.3V 1.5A TO263,0,Obsolete,-,Tube,-,Obsolete
https://media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3  %20DPak%20(2%20Leads%20+%20Tab)  %20SC-63_tmb.jpg,http://www.onsemi.com/pub/Collateral/KA78RH33-D.pdf,KA78RH33RTMTR-ND,KA78RH33RTM,ON Semiconductor,IC REG LINEAR 3.3V 800MA TO252-3,0  Standard Lead Time 20 Weeks,$0.33190,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3  %20DPak%20(2%20Leads%20+%20Tab)  %20SC-63_tmb.jpg,http://www.onsemi.com/pub/Collateral/KA78RH33-D.pdf,KA78RH33RTFTR-ND,KA78RH33RTF,ON Semiconductor,IC REG LINEAR 3.3V 800MA TO252-3,0  Standard Lead Time 20 Weeks,$0.33437,2  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/f7/8d/9c/ed/bf/82/45/c4/CD00002940.pdf/files/CD00002940.pdf/jcr:content/translations/en.CD00002940.pdf,497-7755-2-ND,KD1084ADT-R,STMicroelectronics,IC REG LINEAR POS ADJ 5A DPAK,0,Obsolete,-,Tape & Reel (TR),-,Obsolete
https://media.digikey.com/Renders/STMicro%20Renders/STM%208-SOIC_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/ff/95/2f/6a/75/70/42/49/CD00000971.pdf/files/CD00000971.pdf/jcr:content/translations/en.CD00000971.pdf,497-1156-2-ND,L4931ABD50-TR,STMicroelectronics,IC REG LINEAR 5V 250MA 8SO,0,$0.42280,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/STM%208-SOIC_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/ff/95/2f/6a/75/70/42/49/CD00000971.pdf/files/CD00000971.pdf/jcr:content/translations/en.CD00000971.pdf,497-10191-2-ND,L4931CD33-TRY,STMicroelectronics,IC REG LINEAR 3.3V 250MA 8SO,5  000 - Immediate,$0.45514,2  500,Tape & Reel (TR)  Alternate Packaging,Automotive   AEC-Q100,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/ff/95/2f/6a/75/70/42/49/CD00000971.pdf/files/CD00000971.pdf/jcr:content/translations/en.CD00000971.pdf,497-7762-2-ND,L4931CDT33-TR,STMicroelectronics,IC REG LINEAR 3.3V 250MA DPAK,0  Standard Lead Time 50 Weeks,$0.40880,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/PowerSO-20_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/3f/68/c3/3d/47/04/4d/c0/CD00267790.pdf/files/CD00267790.pdf/jcr:content/translations/en.CD00267790.pdf,497-3915-2-ND,L4938EPD13TR,STMicroelectronics,IC REG LINEAR POS ADJ 20POWERSO,600 - Immediate,$2.61782,600,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/STM%208-SOIC_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/d9/09/c8/41/b2/02/47/3b/CD00257532.pdf/files/CD00257532.pdf/jcr:content/translations/en.CD00257532.pdf,497-13066-2-ND,L4949EDTR-E,STMicroelectronics,IC REG LINEAR 5V 100MA 8SO,2  500 - Immediate,$0.44380,2  500,Tape & Reel (TR)  Alternate Packaging,Automotive   AEC-Q100,Active
https://media.digikey.com/Renders/STMicro%20Renders/D2Pak%20TO-263_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/41/4f/b3/b0/12/d4/47/88/CD00000444.pdf/files/CD00000444.pdf/jcr:content/translations/en.CD00000444.pdf,497-1170-2-ND,L7805ABD2T-TR,STMicroelectronics,IC REG LINEAR 5V 1.5A D2PAK,20  000 - Immediate,$0.32208,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/497;TO220-3  TO220AB;;3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/41/4f/b3/b0/12/d4/47/88/CD00000444.pdf/files/CD00000444.pdf/jcr:content/translations/en.CD00000444.pdf,497-2947-5-ND,L7805ABV,STMicroelectronics,IC REG LINEAR 5V 1.5A TO220AB,3  009 - Immediate,$0.51000,1,Tube,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/497;TO220-3  TO220AB;;3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/41/4f/b3/b0/12/d4/47/88/CD00000444.pdf/files/CD00000444.pdf/jcr:content/translations/en.CD00000444.pdf,497-12409-ND,L7808ABV-DG,STMicroelectronics,IC REG LINEAR 8V 1.5A TO220,229 - Immediate,$0.62000,1,Tube,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/497;TO220-3  TO220AB;;3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/41/4f/b3/b0/12/d4/47/88/CD00000444.pdf/files/CD00000444.pdf/jcr:content/translations/en.CD00000444.pdf,497-2949-5-ND,L7808CV,STMicroelectronics,IC REG LINEAR 8V 1.5A TO220AB,1  221 - Immediate,$0.45000,1,Tube,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/D2Pak%20TO-263_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/41/4f/b3/b0/12/d4/47/88/CD00000444.pdf/files/CD00000444.pdf/jcr:content/translations/en.CD00000444.pdf,497-6037-2-ND,L7812ABD2T-TR,STMicroelectronics,IC REG LINEAR 12V 1.5A D2PAK,0  Standard Lead Time 32 Weeks,$0.32160,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/D2Pak%20TO-263_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/41/4f/b3/b0/12/d4/47/88/CD00000444.pdf/files/CD00000444.pdf/jcr:content/translations/en.CD00000444.pdf,497-7262-2-ND,L7815ABD2T-TR,STMicroelectronics,IC REG LINEAR 15V 1.5A D2PAK,0  Standard Lead Time 32 Weeks,$0.33104,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/D2Pak%20TO-263_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/41/4f/b3/b0/12/d4/47/88/CD00000444.pdf/files/CD00000444.pdf/jcr:content/translations/en.CD00000444.pdf,497-1179-2-ND,L7815CD2T-TR,STMicroelectronics,IC REG LINEAR 15V 1.5A D2PAK,0  Standard Lead Time 32 Weeks,$0.31504,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/D2Pak%20TO-263_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/41/4f/b3/b0/12/d4/47/88/CD00000444.pdf/files/CD00000444.pdf/jcr:content/translations/en.CD00000444.pdf,497-4775-2-ND,L7824CD2T-TR,STMicroelectronics,IC REG LINEAR 24V 1.5A D2PAK,0  Standard Lead Time 32 Weeks,$0.31504,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/STM%208-SOIC_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/15/55/e5/aa/23/5b/43/fd/CD00000446.pdf/files/CD00000446.pdf/jcr:content/translations/en.CD00000446.pdf,497-1187-2-ND,L78L08ABD13TR,STMicroelectronics,IC REG LINEAR 8V 100MA 8SO,5  000 - Immediate,$0.10230,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/STM%208-SOIC_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/L78Lxx(AB  AC  C).pdf,497-1189-2-ND,L78L08ACD13TR,STMicroelectronics,IC REG LINEAR 8V 100MA 8SO,0,$0.10458,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/photos/STMicro%20Photos/497-SOT-89%20SERIES_tmb.JPG,http://www.st.com/content/ccc/resource/technical/document/datasheet/15/55/e5/aa/23/5b/43/fd/CD00000446.pdf/files/CD00000446.pdf/jcr:content/translations/en.CD00000446.pdf,497-7768-2-ND,L78L12ABUTR,STMicroelectronics,IC REG LINEAR 12V 100MA SOT89-3,15  000 - Immediate,$0.15686,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
null,null,L78LR05D-MA-E-ND,L78LR05D-MA-E,ON Semiconductor,IC REG LINEAR TP5HFA,0  Standard Lead Time 2 Weeks,$0.70000,1,Bulk,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/L78MxxAB  AC%20.pdf,497-1201-2-ND,L78M05ABDT-TR,STMicroelectronics,IC REG LINEAR 5V 500MA DPAK,0  Standard Lead Time 50 Weeks,$0.19948,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/L78MxxAB  AC%20.pdf,497-1207-2-ND,L78M09ACDT-TR,STMicroelectronics,IC REG LINEAR 9V 500MA DPAK,0,Obsolete,-,Tape & Reel (TR)  Alternate Packaging,-,Obsolete
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/L78MxxAB  AC%20.pdf,497-7772-2-ND,L78M15ABDT-TR,STMicroelectronics,IC REG LINEAR 15V 500MA DPAK,0  Standard Lead Time 50 Weeks,$0.20925,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/d7/5f/dc/5c/d5/b6/48/7c/CD00000447.pdf/files/CD00000447.pdf/jcr:content/translations/en.CD00000447.pdf,497-1213-2-ND,L78M24CDT-TR,STMicroelectronics,IC REG LINEAR 24V 500MA DPAK,0  Standard Lead Time 50 Weeks,$0.20615,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/497;TO220-3  TO220AB;;3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/e9/be/53/a3/1f/6f/4f/75/CD00000449.pdf/files/CD00000449.pdf/jcr:content/translations/en.CD00000449.pdf,497-1468-5-ND,L78S05CV,STMicroelectronics,IC REG LINEAR 5V 2A TO220AB,7  391 - Immediate,$0.71000,1,Tube,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/D2Pak%20TO-263_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/L79xxC_Rev21_May2012.pdf,497-1214-2-ND,L7905CD2T-TR,STMicroelectronics,IC REG LINEAR -5V 1.5A D2PAK,9  000 - Immediate,$0.36480,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/STM%208-SOIC_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/L79L.pdf,497-1218-2-ND,L79L05ACD13TR,STMicroelectronics,IC REG LINEAR -5V 100MA 8SO,0,$0.13794,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/photos/STMicro%20Photos/497-SOT-89%20SERIES_tmb.JPG,https://media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/L79L.pdf,497-1219-2-ND,L79L05ACUTR,STMicroelectronics,IC REG LINEAR -5V 100MA SOT89-3,2  500 - Immediate,$0.12358,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/497;TO220-3  TO220AB;;3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/b7/54/c3/89/22/4b/41/a3/CD00003086.pdf/files/CD00003086.pdf/jcr:content/translations/en.CD00003086.pdf,497-3413-5-ND,LD1084V,STMicroelectronics,IC REG LINEAR POS ADJ 5A TO220AB,2  267 - Immediate,$1.30000,1,Tube,-,Active
https://media.digikey.com/Renders/National%20Semi%20Renders/TS3B_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/53/db/00/58/09/98/4b/36/CD00001884.pdf/files/CD00001884.pdf/jcr:content/translations/en.CD00001884.pdf,497-1223-2-ND,LD1086D2M33TR,STMicroelectronics,IC REG LINEAR 3.3V 1.5A D2PAK-3,2  000 - Immediate,$0.40635,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/D2Pak%20TO-263_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/53/db/00/58/09/98/4b/36/CD00001884.pdf/files/CD00001884.pdf/jcr:content/translations/en.CD00001884.pdf,497-1224-2-ND,LD1086D2T33TR,STMicroelectronics,IC REG LINEAR 3.3V 1.5A D2PAK,0  Standard Lead Time 32 Weeks,$0.40635,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/53/db/00/58/09/98/4b/36/CD00001884.pdf/files/CD00001884.pdf/jcr:content/translations/en.CD00001884.pdf,497-3444-2-ND,LD1086DT18TR,STMicroelectronics,IC REG LINEAR 1.8V 1.5A DPAK,5  000 - Immediate,$0.37926,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/53/db/00/58/09/98/4b/36/CD00001884.pdf/files/CD00001884.pdf/jcr:content/translations/en.CD00001884.pdf,497-3445-2-ND,LD1086DT25TR,STMicroelectronics,IC REG LINEAR 2.5V 1.5A DPAK,0,Obsolete,-,Tape & Reel (TR),-,Obsolete
https://media.digikey.com/renders/STMicro%20Renders/497;DPAK(TO252-3);;2_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/53/db/00/58/09/98/4b/36/CD00001884.pdf/files/CD00001884.pdf/jcr:content/translations/en.CD00001884.pdf,497-3446-2-ND,LD1086DT33TR,STMicroelectronics,IC REG LINEAR 3.3V 1.5A DPAK,15  000 - Immediate,$0.41720,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/53/db/00/58/09/98/4b/36/CD00001884.pdf/files/CD00001884.pdf/jcr:content/translations/en.CD00001884.pdf,497-6222-2-ND,LD1086DTTR,STMicroelectronics,IC REG LINEAR POS ADJ 1.5A DPAK,0  Standard Lead Time 50 Weeks,$0.48846,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/497;TO220-3  TO220AB;;3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/53/db/00/58/09/98/4b/36/CD00001884.pdf/files/CD00001884.pdf/jcr:content/translations/en.CD00001884.pdf,497-17820-ND,LD1086V33-DG,STMicroelectronics,IC REG LINEAR 3.3V 1.5A,1  773 - Immediate,$1.55000,1,Tube,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-1231-2-ND,LD1117DT12TR,STMicroelectronics,IC REG LINEAR 1.2V 800MA DPAK,0  Standard Lead Time 50 Weeks,$0.20150,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-7307-2-ND,LD1117DT25TR,STMicroelectronics,IC REG LINEAR 2.5V 800MA DPAK,0  Standard Lead Time 50 Weeks,$0.17050,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-1238-2-ND,LD1117DT50TR,STMicroelectronics,IC REG LINEAR 5V 800MA DPAK,5  000 - Immediate,$0.17050,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-7775-2-ND,LD1117DTC-R,STMicroelectronics,IC REG LINEAR POS ADJ 800MA DPAK,22  500 - Immediate,$0.16368,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-6974-2-ND,LD1117S12CTR,STMicroelectronics,IC REG LINEAR 1.2V 800MA SOT223,0,$0.19375,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-4240-2-ND,LD1117S12TR,STMicroelectronics,IC REG LINEAR 1.2V 800MA SOT223,0,$0.17050,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-6868-2-ND,LD1117S18CTR,STMicroelectronics,IC REG LINEAR 1.8V 800MA SOT223,2  500 - Immediate,$0.17980,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-7308-2-ND,LD1117S18TR,STMicroelectronics,IC REG LINEAR 1.8V 800MA SOT223,2  500 - Immediate,$0.20460,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-1240-2-ND,LD1117S25CTR,STMicroelectronics,IC REG LINEAR 2.5V 800MA SOT223,5  000 - Immediate,$0.17220,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-1241-2-ND,LD1117S33CTR,STMicroelectronics,IC REG LINEAR 3.3V 800MA SOT223,22  500 - Immediate,$0.14492,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-1242-2-ND,LD1117S33TR,STMicroelectronics,IC REG LINEAR 3.3V 800MA SOT223,0,$0.14492,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-6447-2-ND,LD1117S50TR,STMicroelectronics,IC REG LINEAR 5V 800MA SOT223,0,$0.14492,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/497;TO220-3  TO220AB;;3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-1491-5-ND,LD1117V33,STMicroelectronics,IC REG LINEAR 3.3V 800MA TO220AB,9  331 - Immediate,$0.55000,1,Tube,-,Active
https://media.digikey.com/Renders/STMicro%20Renders/497;TO220-3  TO220AB;;3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/99/3b/7d/91/91/51/4b/be/CD00000544.pdf/files/CD00000544.pdf/jcr:content/translations/en.CD00000544.pdf,497-12821-5-ND,LD1117V50-DG,STMicroelectronics,IC REG LINEAR 5V 800MA TO220AB,2  127 - Immediate,$0.78000,1,Tube,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/cc/41/70/73/f5/e6/40/50/CD00003403.pdf/files/CD00003403.pdf/jcr:content/translations/en.CD00003403.pdf,497-1494-2-ND,LD29150DT18R,STMicroelectronics,IC REG LINEAR 1.8V 1.5A DPAK,0  Standard Lead Time 50 Weeks,$0.41888,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/cc/41/70/73/f5/e6/40/50/CD00003403.pdf/files/CD00003403.pdf/jcr:content/translations/en.CD00003403.pdf,497-1495-2-ND,LD29150DT25R,STMicroelectronics,IC REG LINEAR 2.5V 1.5A DPAK,2  500 - Immediate,$0.41888,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/renders/STMicro%20Renders/497;DPAK(TO252-3);;2_tmb.jpg,http://www.st.com/content/ccc/resource/technical/document/datasheet/cc/41/70/73/f5/e6/40/50/CD00003403.pdf/files/CD00003403.pdf/jcr:content/translations/en.CD00003403.pdf,497-3468-2-ND,LD29150DT50R,STMicroelectronics,IC REG LINEAR 5V 1.5A DPAK,0  Standard Lead Time 50 Weeks,$0.41888,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/photos/STMicro%20Photos/497-P2%20PAK%20SERIES_tmb.JPG,http://www.st.com/content/ccc/resource/technical/document/datasheet/cc/41/70/73/f5/e6/40/50/CD00003403.pdf/files/CD00003403.pdf/jcr:content/translations/en.CD00003403.pdf,497-7779-2-ND,LD29150P2T33R,STMicroelectronics,IC REG LINEAR 3.3V 1.5A P2PAK,0,Obsolete,-,Tape & Reel (TR),-,Obsolete
