https://media.digikey.com/Renders/On%20Semi%20Renders/TO-92-3(StandardBody)  TO-226_bentlead_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/PQ0(33  50)ES3MXP.pdf,PQ033ES3MXPQ-ND,PQ033ES3MXPQ,Sharp Microelectronics,IC REG LINEAR 3.3V 300MA TO92-3,0,Obsolete,-,Tape & Box (TB),-,Obsolete
https://media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3_tmb.jpg,http://www.onsemi.com/pub/Collateral/LM337-D.PDF,LM337BTGOS-ND,LM337BTG,ON Semiconductor,IC REG LIN NEG ADJ 1.5A TO220AB,527 - Immediate,$0.91000,1,Tube,-,Active
https://media.digikey.com/Renders/Diodes%20Renders/SOT223-3L_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm137.pdf,LM337IMPX/NOPBTR-ND,LM337IMPX/NOPB,Texas Instruments,IC REG LIN NEG ADJ 1A SOT223-4,2  000 - Immediate,$0.72495,2  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm337l.pdf,LM337LMX/NOPBTR-ND,LM337LMX/NOPB,Texas Instruments,IC REG LIN NEG ADJ 100MA 8SOIC,12  500 - Immediate,$0.33205,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody)  TO-226_straightlead_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm337l.pdf,LM337LZ/NOPB-ND,LM337LZ/NOPB,Texas Instruments,IC REG LIN NEG ADJ 100MA TO92-3,1  718 - Immediate,$0.86000,1,Bulk,-,Active
https://media.digikey.com/photos/National%20Semi%20Photos/LM350K%20STEEL%5ENOPB_tmb.JPG,http://www.ti.com/lit/ds/symlink/lm338.pdf,LM338KSTEEL-ND,LM338K STEEL,Texas Instruments,IC REG LINEAR POS ADJ 5A TO3-2,201 - Immediate,$68.54000,1,Tray,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/TO-220-3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm340.pdf,LM340T-15/NOPB-ND,LM340T-15/NOPB,Texas Instruments,IC REG LINEAR 15V 1A TO220-3,9  627 - Immediate,$1.54000,1,Tube,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/TO-220-3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm340.pdf,LM340T-15/NOPB-ND,LM340T-15/NOPB,Texas Instruments,IC REG LINEAR 15V 1A TO220-3,9  627 - Immediate,$1.54000,1,Tube,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-3%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm3480.pdf,LM3480IM3-3.3/NOPBTR-ND,LM3480IM3-3.3/NOPB,Texas Instruments,IC REG LINEAR 3.3V 100MA SOT23-3,41  000 - Immediate,$0.45000,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/LM3490.pdf,LM3490IM5-12/NOPBTR-ND,LM3490IM5-12/NOPB,Texas Instruments,IC REG LINEAR 12V 100MA SOT23-5,0,Obsolete,-,Tape & Reel (TR),-,Obsolete
https://media.digikey.com/Renders/Texas%20Instr%20Renders/TO-220-3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm350-n.pdf,LM350AT-ND,LM350AT,Texas Instruments,IC REG LINEAR POS ADJ 3A TO220-3,154 - Immediate,$4.34000,-,Tube,-,Not For New Designs
https://media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-220-3_tmb.jpg,https://www.fairchildsemi.com/datasheets/LM/LM350.pdf,LM350TFS-ND,LM350T,ON Semiconductor,IC REG LINEAR POS ADJ 3A TO220AB,3  402 - Immediate,$0.85000,1,Tube,-,Active
https://media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-220-3_tmb.jpg,https://www.fairchildsemi.com/datasheets/LM/LM7805.pdf,LM7808CTFS-ND,LM7808CT,ON Semiconductor,IC REG LINEAR 8V 1A TO220-3,0,$0.29776,-,Tube,-,Last Time Buy
https://media.digikey.com/Renders/Texas%20Instr%20Renders/TO-220-3_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm340.pdf,LM340T-12/NOPB-ND,LM340T-12/NOPB,Texas Instruments,IC REG LINEAR 12V 1A TO220-3,5  244 - Immediate,$1.54000,1,Tube,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm78l.pdf,296-38146-2-ND,LM78L05AIMX/NOPB,Texas Instruments,IC REG LINEAR 5V 100MA 8SOIC,2  500 - Immediate,$0.31900,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/LM78L05_09_12_15_62_Rev_K.pdf,LM78L05ACM-ND,LM78L05ACM,Texas Instruments,IC REG LINEAR 5V 100MA 8SOIC,2  974 - Immediate,$0.92000,-,Tube,-,Not For New Designs
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm78l.pdf,LM78L12ACM/NOPB-ND,LM78L12ACM/NOPB,Texas Instruments,IC REG LINEAR 12V 100MA 8SOIC,6  514 - Immediate,$0.79000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm78l.pdf,LM78L15ACMX/NOPBTR-ND,LM78L15ACMX/NOPB,Texas Instruments,IC REG LINEAR 15V 100MA 8SOIC,5  000 - Immediate,$0.26825,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm79l.pdf,LM79L05ACMX/NOPBTR-ND,LM79L05ACMX/NOPB,Texas Instruments,IC REG LINEAR -5V 100MA 8SOIC,7  500 - Immediate,$0.30595,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8_tmb.jpg,http://www.ti.com/lit/ds/symlink/lm79l.pdf,LM79L15ACMX/NOPBTR-ND,LM79L15ACMX/NOPB,Texas Instruments,IC REG LINEAR -15V 100MA 8SOIC,0  Standard Lead Time 8 Weeks,$0.30595,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/TO-92-3(StandardBody)  TO-226_bentlead_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2951.pdf,296-20933-2-ND,LP2950-50LPRE3,Texas Instruments,IC REG LINEAR 5V 100MA TO92-3,102  000 - Immediate,$0.16120,2  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody)  TO-226_straightlead_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2950-n.pdf,LP2950ACZ-5.0NS/NOPB-ND,LP2950ACZ-5.0/NOPB,Texas Instruments,IC REG LINEAR 5V 100MA TO92-3,15  050 - Immediate,$0.90000,1,Bulk,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody)  TO-226_straightlead_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2950-n.pdf,LP2950CZ-5.0/NOPB-ND,LP2950CZ-5.0/NOPB,Texas Instruments,IC REG LINEAR 5V 100MA TO92-3,21  648 - Immediate,$0.83000,1,Bulk,-,Active
https://media.digikey.com/Renders/Microchip%20Tech%20Renders/8-SOIC_751_tmb.jpg,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en579046,LP2951-02YM-TR-ND,LP2951-02YM-TR,Microchip Technology,IC REG LIN POS ADJ 100MA 8SOIC,0,$0.72100,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Microchip%20Tech%20Renders/8-SOIC_751_tmb.jpg,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en579046,LP2951-03BM-ND,LP2951-03BM,Microchip Technology,IC REG LIN POS ADJ 100MA 8SOIC,0,Discontinued at Digi-Key,-,Tube,-,Discontinued at Digi-Key
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2950.pdf,296-31677-2-ND,LP2951-50DR,Texas Instruments,IC REG LIN POS ADJ 100MA 8SOIC,25  000 - Immediate,$0.22475,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/MSOP-8_tmb.jpg,http://www.onsemi.com/pub/Collateral/LP2950-D.PDF,LP2951ACDMR2GOSTR-ND,LP2951ACDMR2G,ON Semiconductor,IC REG LIN POS ADJ 100MA MICRO8,8  000 - Immediate,$0.28886,4  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2950-n.pdf,LP2951ACMX/NOPBTR-ND,LP2951ACMX/NOPB,Texas Instruments,IC REG LIN POS ADJ 100MA 8SOIC,12  500 - Immediate,$0.35700,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2950-n.pdf,LP2951CMX/NOPBTR-ND,LP2951CMX/NOPB,Texas Instruments,IC REG LIN POS ADJ 100MA 8SOIC,40  000 - Immediate,$0.31900,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP_tmb.jpg,http://www.onsemi.com/pub/Collateral/LP2950-D.PDF,LP2951CNGOS-ND,LP2951CNG,ON Semiconductor,IC REG LINEAR POS ADJ 100MA 8DIP,460 - Immediate,$0.71000,1,Tube,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2980-n.pdf,LP2980AIM5-3.3/NOPBTR-ND,LP2980AIM5-3.3/NOPB,Texas Instruments,IC REG LINEAR 3.3V 50MA SOT23-5,1  000 - Immediate,$0.31040,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2980-n.pdf,LP2980AIM5-5.0/NOPBTR-ND,LP2980AIM5-5.0/NOPB,Texas Instruments,IC REG LINEAR 5V 50MA SOT23-5,51  000 - Immediate,$0.31040,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2980-n.pdf,LP2980IM5-3.0/NOPBTR-ND,LP2980IM5-3.0/NOPB,Texas Instruments,IC REG LINEAR 3V 50MA SOT23-5,2  000 - Immediate,$0.31040,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2980-n.pdf,LP2980IM5-3.3/NOPBTR-ND,LP2980IM5-3.3/NOPB,Texas Instruments,IC REG LINEAR 3.3V 50MA SOT23-5,0  Standard Lead Time 15 Weeks,$0.31040,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2980-adj.pdf,LP2980IM5-ADJ/NOPBTR-ND,LP2980IM5-ADJ/NOPB,Texas Instruments,IC REG LIN POS ADJ 50MA SOT23-5,4  000 - Immediate,$0.31040,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2981-n.pdf,LP2981AIM5-3.3/NOPBTR-ND,LP2981AIM5-3.3/NOPB,Texas Instruments,IC REG LINEAR 3.3V 100MA SOT23-5,2  000 - Immediate,$0.46200,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2981-n.pdf,LP2981IM5-5.0/NOPBTR-ND,LP2981IM5-5.0/NOPB,Texas Instruments,IC REG LINEAR 5V 100MA SOT23-5,7  000 - Immediate,$0.44850,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2985.pdf,296-32152-2-ND,LP2985-30DBVR,Texas Instruments,IC REG LINEAR 3V 150MA SOT23-5,12  000 - Immediate,$0.22475,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2985.pdf,296-26128-2-ND,LP2985A-50DBVR,Texas Instruments,IC REG LINEAR 5V 150MA SOT23-5,6  000 - Immediate,$0.28565,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2985-n.pdf,LP2985AIM5-4.0/NOPBTR-ND,LP2985AIM5-4.0/NOPB,Texas Instruments,IC REG LINEAR 4V 150MA SOT23-5,5  000 - Immediate,$0.36640,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2985-n.pdf,LP2985IM5X-3.0/NOPBTR-ND,LP2985IM5X-3.0/NOPB,Texas Instruments,IC REG LINEAR 3V 150MA SOT23-5,0  Standard Lead Time 16 Weeks,$0.30595,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2985-n.pdf,LP2985IM5X-5.0/NOPBTR-ND,LP2985IM5X-5.0/NOPB,Texas Instruments,IC REG LINEAR 5V 150MA SOT23-5,0  Standard Lead Time 8 Weeks,$0.30595,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp2992.pdf,LP2992AIM5-3.3/NOPBTR-ND,LP2992AIM5-3.3/NOPB,Texas Instruments,IC REG LINEAR 3.3V 250MA SOT23-5,33  000 - Immediate,$0.50100,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TS5B_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp3856.pdf,LP3853ES-1.8/NOPB-ND,LP3853ES-1.8/NOPB,Texas Instruments,IC REG LIN 1.8V 3A DDPAK/TO263-5,226 - Immediate,$8.00000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TS5B_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp3856.pdf,LP3853ES-2.5/NOPB-ND,LP3853ES-2.5/NOPB,Texas Instruments,IC REG LIN 2.5V 3A DDPAK/TO263-5,2 - Immediate,$8.00000,1  Non-Stock,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TS5B_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp3856.pdf,LP3853ES-3.3/NOPB-ND,LP3853ES-3.3/NOPB,Texas Instruments,IC REG LIN 3.3V 3A DDPAK/TO263-5,2  122 - Immediate,$8.00000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TS5B_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp3856.pdf,LP3856ES-2.5/NOPB-ND,LP3856ES-2.5/NOPB,Texas Instruments,IC REG LIN 2.5V 3A DDPAK/TO263-5,87 - Immediate,$6.04000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20MP05A_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp38690.pdf,LP38692MP-3.3/NOPBTR-ND,LP38692MP-3.3/NOPB,Texas Instruments,IC REG LINEAR 3.3V 1A SOT223-5,2  000 - Immediate,$0.69900,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20MP05A_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp38690-adj.pdf,LP38692MP-ADJ/NOPBTR-ND,LP38692MP-ADJ/NOPB,Texas Instruments,IC REG LIN POS ADJ 1A SOT223-5,8  000 - Immediate,$0.69900,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20MP05A_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp3875-adj.pdf,LP3875EMP-ADJ/NOPBTR-ND,LP3875EMP-ADJ/NOPB,Texas Instruments,IC REG LIN POS ADJ 1.5A SOT223-5,2  000 - Immediate,$1.61000,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TS5B_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp3872.pdf,LP3875ES-3.3/NOPB-ND,LP3875ES-3.3/NOPB,Texas Instruments,IC REG LINEAR 3.3V 1.5A DDPAK,0  Standard Lead Time 16 Weeks,$4.42000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TS5B_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp3875-adj.pdf,LP3875ES-ADJ/NOPB-ND,LP3875ES-ADJ/NOPB,Texas Instruments,IC REG LINEAR POS ADJ 1.5A DDPAK,0  Standard Lead Time 16 Weeks,$4.42000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TS5B_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp3875-adj.pdf,LP3875ESX-ADJ/NOPBTR-ND,LP3875ESX-ADJ/NOPB,Texas Instruments,IC REG LINEAR POS ADJ 1.5A DDPAK,0  Standard Lead Time 16 Weeks,$2.38708,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/8-WFDFN_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp3878-adj.pdf,LP3878SD-ADJ/NOPBTR-ND,LP3878SD-ADJ/NOPB,Texas Instruments,IC REG LIN POS ADJ 800MA 8WSON,9  000 - Immediate,$1.02080,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TS5B_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp3893.pdf,LP3893ES-1.2/NOPB-ND,LP3893ES-1.2/NOPB,Texas Instruments,IC REG LIN 1.2V 3A DDPAK/TO263-5,1  704 - Immediate,$5.89000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/LP3984.pdf,296-39057-2-ND,LP3984IMF-1.5/NOPB,Texas Instruments,IC REG LINEAR 1.5V 150MA SOT23-5,0,Obsolete,-,Tape & Reel (TR),-,Obsolete
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp3985.pdf,LP3985IM5-2.5/NOPBTR-ND,LP3985IM5-2.5/NOPB,Texas Instruments,IC REG LINEAR 2.5V 150MA SOT23-5,9  000 - Immediate,$0.27200,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp3985.pdf,LP3985IM5-3.3/NOPBTR-ND,LP3985IM5-3.3/NOPB,Texas Instruments,IC REG LINEAR 3.3V 150MA SOT23-5,48  000 - Immediate,$0.27200,1  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Texas%20Instr%20Renders/SOT-23-5%20PKG_tmb.jpg,http://www.ti.com/lit/ds/symlink/lp3985.pdf,LP3985IM5X-3.3/NOPBTR-ND,LP3985IM5X-3.3/NOPB,Texas Instruments,IC REG LINEAR 3.3V 150MA SOT23-5,6  000 - Immediate,$0.24650,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Microchip%20Tech%20Renders/TO-252-3  %20DPak%20(2%20Leads%20+%20Tab)  %20SC-63_tmb.jpg,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en570640,LR8K4-GTR-ND,LR8K4-G,Microchip Technology,IC REG LIN POS ADJ 10MA TO252,8  000 - Immediate,$0.73130,2  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/renders/Linear%20Tech%20Renders/TO-3P-3%20(TO-247-3)_05-08-1450_tmb.jpg,http://www.linear.com/docs/3741,LT1083CP#PBF-ND,LT1083CP#PBF,Linear Technology/Analog Devices,IC REG LINEAR POS ADJ 7.5A TO3P,0,Obsolete,-,Bulk,-,Obsolete
https://media.digikey.com/Renders/Linear%20Tech%20Renders/TO-220-3_05-08-1420_tmb.jpg,http://www.linear.com/docs/2603,LT1085CT-5#PBF-ND,LT1085CT-5#PBF,Linear Technology/Analog Devices,IC REG LINEAR 5V 3A TO220-3,142 - Immediate,$6.92000,1,Tube,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/TO-220-3_05-08-1420_tmb.jpg,http://www.linear.com/docs/1722,LT1086CT#PBF-ND,LT1086CT#PBF,Linear Technology/Analog Devices,IC REG LIN POS ADJ 1.5A TO220-3,1  092 - Immediate,$4.10000,1,Tube,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/SOT-223-3_05-08-1630_tmb.jpg,http://www.linear.com/docs/2946,LT1117IST-3.3#PBF-ND,LT1117IST-3.3#PBF,Linear Technology/Analog Devices,IC REG LIN 3.3V 800MA SOT223-3,95 - Immediate,$4.61000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/SOT-223-3_05-08-1630_tmb.jpg,http://www.linear.com/docs/1108,LT1118CST-2.5#PBF-ND,LT1118CST-2.5#PBF,Linear Technology/Analog Devices,IC REG LIN 2.5V 800MA SOT223-3,1  276 - Immediate,$5.13000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/8-SOIC_05-08-1610_tmb.jpg,http://www.linear.com/docs/2188,LT1121CS8-5#PBF-ND,LT1121CS8-5#PBF,Linear Technology/Analog Devices,IC REG LINEAR 5V 150MA 8SOIC,2  924 - Immediate,$3.28000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/8-SOIC_05-08-1610_tmb.jpg,http://www.linear.com/docs/2188,LT1121CS8-5#PBF-ND,LT1121CS8-5#PBF,Linear Technology/Analog Devices,IC REG LINEAR 5V 150MA 8SOIC,2  924 - Immediate,$3.28000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/SOT-223-3_05-08-1630_tmb.jpg,http://www.linear.com/docs/2188,LT1121IST-5#PBF-ND,LT1121IST-5#PBF,Linear Technology/Analog Devices,IC REG LINEAR 5V 150MA SOT223-3,668 - Immediate,$4.23000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/8-SOIC_05-08-1610_tmb.jpg,http://www.linear.com/docs/2235,LT1129IS8-5#PBF-ND,LT1129IS8-5#PBF,Linear Technology/Analog Devices,IC REG LINEAR 5V 700MA 8SOIC,417 - Immediate,$5.77000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/SOT-223-3_05-08-1630_tmb.jpg,http://www.linear.com/docs/3273,LT1175IST-5#PBF-ND,LT1175IST-5#PBF,Linear Technology/Analog Devices,IC REG LINEAR -5V 500MA SOT223-3,602 - Immediate,$5.84000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/TO-220-5-Bent-and-Staggered_05-08-1421_tmb.jpg,http://www.linear.com/docs/2875,LT1185IT#PBF-ND,LT1185IT#PBF,Linear Technology/Analog Devices,IC REG LIN POS/NEG ADJ 3A TO220,877 - Immediate,$9.23000,1,Tube,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1421Straight;T  06;5_tmb.jpg,http://www.linear.com/docs/2740,LT1529CT-5#06PBF-ND,LT1529CT-5#06PBF,Linear Technology/Analog Devices,IC REG LIN 5V 3A TO220-5 FLOW 6,161 - Immediate,$6.66000,1,Tube,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1461;Q;5_tmb.jpg,http://www.linear.com/docs/2740,LT1529IQ-3.3#PBF-ND,LT1529IQ-3.3#PBF,Linear Technology/Analog Devices,IC REG LINEAR 3.3V 3A 5DDPAK,0  Standard Lead Time 6 Weeks,$8.59000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1461;Q;5_tmb.jpg,http://www.linear.com/docs/2740,LT1529IQ-5#PBF-ND,LT1529IQ-5#PBF,Linear Technology/Analog Devices,IC REG LINEAR 5V 3A 5DDPAK,536 - Immediate,$8.59000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1460;M;3_tmb.jpg,http://www.linear.com/docs/3368,LT1587CM-3.3#PBF-ND,LT1587CM-3.3#PBF,Linear Technology/Analog Devices,IC REG LINEAR 3.3V 3A D2PAK-3,665 - Immediate,$6.92000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/renders/Linear%20Tech%20Renders/TSOT-23-5_05-08-1635_tmb.jpg,http://www.linear.com/docs/2732,LT1761ES5-BYP#TRPBFTR-ND,LT1761ES5-BYP#TRPBF,Linear Technology/Analog Devices,IC REG LIN POS ADJ 100MA TSOT23,0  Standard Lead Time 6 Weeks,$1.03021,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/renders/Linear%20Tech%20Renders/TSOT-23-5_05-08-1635_tmb.jpg,http://www.linear.com/docs/2732,LT1761ES5-SD#TRPBFTR-ND,LT1761ES5-SD#TRPBF,Linear Technology/Analog Devices,IC REG LIN POS ADJ 100MA TSOT23,0  Standard Lead Time 6 Weeks,$1.03021,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
