null,null,MTSW-105-21-S-S-1190-ND,MTSW-105-21-S-S-1190,Samtec Inc.,MODIFIED .025 SQUARE POST TERMIN,0  Standard Lead Time 3 Weeks,$1.02000,1  Non-Stock,-,*,Active
null,null,MTSW-104-21-S-S-120-ND,MTSW-104-21-S-S-120,Samtec Inc.,MODIFIED .025 SQUARE POST TERMIN,0  Standard Lead Time 3 Weeks,$0.82000,1  Non-Stock,-,*,Active
