USB FIFO,-,Surface Mount,32-LQFP,32-LQFP (7x7)
Silicon Serial Number,PCB   Network Node   Equipment Identification/Registration,Surface Mount,TO-261-4   TO-261AA,SOT-223-3
10/100 Integrated Switch,Port Switch/Network Interface,Surface Mount,128-BFQFP,128-PQFP (14x20)
USB FIFO,-,Surface Mount,32-LQFP,32-LQFP (7x7)
