8,4,3µs (Typ),Voltage - Buffered,No,Parallel,Internal,13.5 V ~ 16.5 V,13.5 V ~ 16.5 V,±1 (Max)   ±1 (Max),R-2R,-40°C ~ 85°C,20-SOIC (0.295"   7.50mm Width),20-SOIC
12,1,16µs (Typ),Voltage - Buffered,No,SPI   DSP,Internal,5V,5V,±0.75   ±0.75,R-2R,-40°C ~ 85°C,8-SOIC (0.154"   3.90mm Width),8-SOIC
16,1,10µs,Voltage - Buffered,No,SPI   DSP,External   Internal,2.7 V ~ 5.5 V,2.7 V ~ 5.5 V,±4   ±0.5,String DAC,-40°C ~ 105°C,8-TSSOP   8-MSOP (0.118"   3.00mm Width),8-VSSOP
16,1,1µs (Typ),Voltage - Buffered,No,SPI,External,±5V,1.8 V ~ 5.5 V,-   ±0.25,String DAC,-40°C ~ 85°C,16-TSSOP (0.173"   4.40mm Width),16-TSSOP
16,1,500ns (Typ),Current - Unbuffered,No,SPI,External,2.7 V ~ 5.5 V,2.7 V ~ 5.5 V,±1 (Max)   ±0.5,Multiplying DAC,-40°C ~ 85°C,8-TSSOP   8-MSOP (0.118"   3.00mm Width),8-VSSOP
16,1,1µs (Typ),Voltage - Unbuffered,No,SPI,External,2.7 V ~ 5.5 V,2.7 V ~ 5.5 V,±0.5   ±0.5,R-2R,-40°C ~ 85°C,8-SOIC (0.154"   3.90mm Width),8-SOIC
12,1,6µs (Typ),Voltage - Buffered,No,SPI,External   Internal,4.75 V ~ 15.75 V,4.75 V ~ 15.75 V,±3.5 (Max)   ±0.5 (Max),R-2R,0°C ~ 70°C,8-SOIC (0.154"   3.90mm Width),8-SOIC
12,2,14µs (Typ),Voltage - Buffered,No,SPI,External,2.7 V ~ 5.5 V,2.7 V ~ 5.5 V,±5.5 (Max)   ±0.2,String DAC,0°C ~ 70°C,8-SOIC (0.154"   3.90mm Width),8-SOIC
16,1,20µs (Typ),Voltage - Buffered,No,SPI,Internal,2.7 V ~ 5.5 V,2.7 V ~ 5.5 V,±8   ±0.5,-,0°C ~ 70°C,8-SOIC (0.154"   3.90mm Width),8-SOIC
14,1,12µs (Typ),Voltage - Buffered,No,SPI,External,2.7 V ~ 5.5 V,2.7 V ~ 5.5 V,±8 (Max)   ±1 (Max),-,0°C ~ 70°C,8-SOIC (0.154"   3.90mm Width),8-SOIC
10,1,30µs (Typ),Voltage - Buffered,No,I²C,Internal,2.7 V ~ 5.5 V,2.7 V ~ 5.5 V,±0.5   ±0.2,-,-40°C ~ 85°C,8-TSSOP   8-MSOP (0.118"   3.00mm Width),8-MSOP
12,4,7µs (Typ),Voltage - Buffered,No,SPI,External,2.5 V ~ 5.5 V,2.5 V ~ 5.5 V,±0.9   ±0.5 (Max),-,0°C ~ 70°C,16-SSOP (0.154"   3.90mm Width),16-SSOP
10,1,3.8µs (Typ),Voltage - Buffered,No,I²C,External   Internal,2.7 V ~ 5.5 V,2.7 V ~ 5.5 V,±0.2   ±0.5 (Max),-,0°C ~ 70°C,SOT-23-8 Thin   TSOT-23-8,TSOT-23-8
10,8,4.3µs (Typ),Voltage - Buffered,No,I²C,External   Internal,5V,5V,±0.2   ±0.5 (Max),-,-40°C ~ 85°C,16-TFSOP (0.118"   3.00mm Width),16-MSOP
16,1,1µs (Typ),Voltage - Unbuffered,No,SPI,External,2.7 V ~ 5.5 V,2.7 V ~ 5.5 V,±0.5   ±0.5,R-2R,-40°C ~ 85°C,10-TFSOP   10-MSOP (0.118"   3.00mm Width),10-MSOP
8,4,6µs (Typ),Voltage - Buffered,No,Parallel,External,±5V,5V,-   ±1 (Max),R-2R,0°C ~ 70°C,24-SOIC (0.295"   7.50mm Width),24-SOIC
12,1,5µs,Voltage - Buffered,No,Parallel,Internal,±11.4 V ~ 15.75 V,11.4 V ~ 15.75 V,±0.75 (Max)   ±1 (Max),R-2R,-40°C ~ 85°C,24-DIP (0.300"   7.62mm),24-PDIP
10,1,25µs (Typ),Voltage - Buffered,No,SPI,External,5V,5V,±0.5 (Max)   ±1 (Max),R-2R,0°C ~ 70°C,8-DIP (0.300"   7.62mm),8-PDIP
8,1,6µs (Typ),Voltage - Buffered,No,I²C,External,5V,5V,±1.5 (Max)   ±1 (Max),R-2R,0°C ~ 70°C,8-DIP (0.300"   7.62mm),8-PDIP
8,2,6µs (Typ),Voltage - Buffered,No,I²C,External,5V,5V,±1 (Max)   ±1 (Max),R-2R,0°C ~ 70°C,8-SOIC (0.154"   3.90mm Width),8-SOIC
8,4,2µs (Typ),Voltage - Unbuffered,No,I²C,External,5V,5V,±1 (Max)   ±1 (Max),R-2R,0°C ~ 70°C,16-SOIC (0.295"   7.50mm Width),16-SOIC
12,1,25µs (Typ),Voltage - Buffered,No,SPI,External,5V,5V,±1 (Max)   ±1 (Max),R-2R,0°C ~ 70°C,8-SOIC (0.154"   3.90mm Width),8-SOIC
12,1,1µs,Current - Unbuffered,No,SPI,External,5V   11.4 V ~ 15.75 V,5V   11.4 V ~ 15.75 V,±1 (Max)   ±1 (Max),R-2R,0°C ~ 70°C,8-DIP (0.300"   7.62mm),8-PDIP
12,1,1µs,Current - Unbuffered,No,SPI,External,5V   11.4 V ~ 15.75 V,5V   11.4 V ~ 15.75 V,±1 (Max)   ±1 (Max),R-2R,-40°C ~ 85°C,8-SOIC (0.154"   3.90mm Width),8-SOIC
13,8,5µs (Typ),Voltage - Buffered,No,Parallel,External,±5V,-,±0.5   ±1 (Max),R-2R,-40°C ~ 85°C,44-QFP,44-MQFP (10x10)
12,8,4.5µs (Typ),Voltage - Buffered,No,I²C,External   Internal,2.7 V ~ 5.5 V,2.7 V ~ 5.5 V,±0.5   ±0.2,R-2R,-40°C ~ 125°C,20-TSSOP (0.173"   4.40mm Width),20-TSSOP
6,6,-,Voltage - Buffered,Yes,SPI,Supply,4.5 V ~ 15 V,4.5 V ~ 15 V,-,R-2R,0°C ~ 85°C,20-SOIC (0.295"   7.50mm Width),20-SOIC
12,1,6µs (Typ),Voltage - Buffered,No,I²C,Supply,2.7 V ~ 5.5 V,2.7 V ~ 5.5 V,±2   ±0.2,String DAC,-40°C ~ 125°C,SOT-23-6,SOT-23-6
12,1,6µs (Typ),Voltage - Buffered,No,I²C,Supply,2.7 V ~ 5.5 V,2.7 V ~ 5.5 V,±2   ±0.2,String DAC,-40°C ~ 125°C,SOT-23-6,SOT-23-6
8,1,500ns,Current - Unbuffered,Yes,Parallel,External,5 V ~ 15 V,5 V ~ 15 V,±0.5 (Max)   ±1 (Max),R-2R,0°C ~ 70°C,16-SOIC (0.154"   3.90mm Width),16-SO
12,1,5µs,Voltage - Buffered,No,Parallel,External,±14.25 V ~ 15.75 V,-,±1 (Max)   ±1 (Max),R-2R,0°C ~ 70°C,28-LCC (J-Lead),28-PLCC (11.51x11.51)
8,1,350ns,Current - Unbuffered,Yes,Parallel,External,5 V ~ 15 V,5 V ~ 15 V,±0.5 (Max)   -,R-2R,-40°C ~ 85°C,16-SOIC (0.154"   3.90mm Width),16-SOIC
6,6,-,Voltage - Buffered,No,I²C,External,4.5 V ~ 13.2 V,4.5 V ~ 13.2 V,±0.5 (Max)   ±0.5 (Max),-,-20°C ~ 70°C,20-SOIC (0.295"   7.50mm Width),20-SO
6,6,-,Voltage - Buffered,No,I²C,External,4.5 V ~ 13.2 V,4.5 V ~ 13.2 V,±0.5 (Max)   ±0.5 (Max),-,-20°C ~ 70°C,16-SOIC (0.295"   7.50mm Width),16-SO
8,4,10µs (Typ),Voltage - Buffered,No,SPI,External,5V,5V,±1 (Max)   ±0.9 (Max),String DAC,0°C ~ 70°C,14-DIP (0.300"   7.62mm),14-PDIP
8,4,20µs,Voltage - Buffered,No,Parallel,External,11.4 V ~ 16.5 V   -5.5V,-,±1 (Max)   ±1 (Max),R-2R,0°C ~ 70°C,24-SOIC (0.295"   7.50mm Width),24-SOIC
8,2,100ns,Current - Unbuffered,No,Parallel,External,5 V ~ 15 V,5 V ~ 15 V,±0.5 (Max)   ±0.5 (Max),R-2R,0°C ~ 70°C,20-DIP (0.300"   7.62mm),20-PDIP
8,2,100ns,Current - Unbuffered,No,Parallel,External,5 V ~ 15 V,5 V ~ 15 V,±0.5 (Max)   ±0.5 (Max),R-2R,-25°C ~ 85°C,20-DIP (0.300"   7.62mm),20-PDIP
12,1,20µs,Voltage - Buffered,No,SPI,External,2.7 V ~ 3.3 V   5V,2.7 V ~ 3.3 V   5V,±1.9   ±0.5,String DAC,-40°C ~ 85°C,8-TSSOP   8-MSOP (0.118"   3.00mm Width),8-VSSOP
10,2,10µs,Voltage - Buffered,No,SPI,External,2.7 V ~ 3.3 V   5V,2.7 V ~ 3.3 V   5V,±0.7   ±0.1,String DAC,-40°C ~ 85°C,8-SOIC (0.154"   3.90mm Width),8-SOIC
12,1,3µs,Voltage - Buffered,No,Parallel,External,2.7 V ~ 3.3 V   5V,2.7 V ~ 3.3 V   5V,±1.5   ±0.4,String DAC,-40°C ~ 85°C,20-TSSOP (0.173"   4.40mm Width),20-TSSOP
8,1,20µs,Voltage - Buffered,No,SPI,External,2.7 V ~ 3.3 V   5V,2.7 V ~ 3.3 V   5V,±0.3   ±0.07,String DAC,0°C ~ 70°C,8-TSSOP   8-MSOP (0.118"   3.00mm Width),8-VSSOP
12,2,7µs,Voltage - Buffered,No,SPI,External   Internal,2.7 V ~ 3.3 V   5V,2.7 V ~ 3.3 V   5V,±1.7   ±0.4,String DAC,-40°C ~ 85°C,8-SOIC (0.154"   3.90mm Width),8-SOIC
