null,http://www.vishay.com/docs/60002/osop.pdf,764-1348-2-ND,OSOPTC2001AT0,Vishay Thin Film,RES ARRAY 12RES 2K OHM 20SSOP,900 - Immediate,$3.50000,100,Tape & Reel (TR)  Alternate Packaging,OSOP,Active
https://media.digikey.com/Renders/Vishay%20Dale%20Renders/CSC%20Series%20B-9-Pin_tmb.jpg,http://www.vishay.com/docs/31509/csc.pdf,CSC10KY-ND,CSC09A0110K0FEK,Vishay Dale,RES ARRAY 8 RES 10K OHM 9SIP,6  662 - Immediate,$1.29000,1,Bulk,CSC,Active
