Receptacle,Female Socket,Board to Board,14,All,0.100" (2.54mm),1,-,Through Hole,Solder,Push-Pull,Gold,10.0µin (0.25µm),Black,0.175" (4.45mm),0.138" (3.50mm),-,-,-,-,-,-,-,-
Receptacle,Female Socket,Board to Board,16,All,0.100" (2.54mm),1,-,Through Hole,Solder,Push-Pull,Gold,10.0µin (0.25µm),Black,0.175" (4.45mm),0.138" (3.50mm),-,-,-,-,-,-,-,-
