null,http://suddendocs.samtec.com/prints/ssk-mkt.pdf,SAM1127-14-ND,SSK-114-S-G,Samtec Inc.,CONN RCPT .100" 14POS GOLD T/H,Value Added Item,Obsolete,-,Bulk,SSK,Obsolete
null,http://suddendocs.samtec.com/prints/ssk-mkt.pdf,SAM1127-16-ND,SSK-116-S-G,Samtec Inc.,CONN RCPT .100" 16POS GOLD T/H,Value Added Item,Obsolete,-,Bulk,SSK,Obsolete
